Karcher reference,Store_Type,Solution_Type,Store_Size_SQFT,Productivity_SQ_F_PerHour,Cost_Per_Hour_Labour_Only,Address 1,Address 2,Town ,Postcode,location,latitude,longitude,Total_Cleaning_Hours,Cleaning_cost_per_store,Demand,Priority_Level,Resource_Type,Estimated_Service_Time_Hours
1832214908,Convenience Store ,Mobile Solution,3294,1400,£13.77,1 Roe Green Centre,,Hatfield,AL10 9HE,AL10 9HE,51.7572591,-0.2372127,2.142857143,£29.51,3,Medium,Mobile+Robots,3.688142857142857
1832221537,Convenience Store ,Mobile Solution,9263,1400,£13.77,199-201 Cell Barnes Lane,,St. Albans,AL1 5PX,AL1 5PX,51.7437064,-0.3124544,2.142857143,£29.51,7,Medium,Fixed,8.378071429
1832260141,Convenience Store ,Mobile Solution,5482,1400,£13.77,7-9 Haseldine Road,London Colney,St. Albans,AL2 1RR,AL2 1RR,51.7230027,-0.2972124,2.142857143,£29.51,9,Medium,Mobile+Robots,5.407285714285714
1832229615,Convenience Store ,Mobile Solution,1698,1400,£13.77,24-26 How Wood,Park Street,St. Albans,AL2 2RA,AL2 2RA,51.7197309,-0.3502784,2.142857143,£29.51,8,High,Mobile,2.434142857142857
1832200135,Convenience Store ,Mobile Solution,8243,1400,£13.77,212 Watford Road,Chiswell Green,St. Albans,AL2 3EA,AL2 3EA,51.727917,-0.3601455,2.142857143,£29.51,6,Low,Fixed,7.576642857142858
1832229617,Convenience Store ,Mobile Solution,6918,1400,£13.77,66 High Street,Redbourn,St. Albans,AL3 7LN,AL3 7LN,51.7990231,-0.3957233,2.142857143,£29.51,8,High,Mobile+Robots,6.535571428571429
1832218696,Convenience Store ,Mobile Solution,1348,1400,£13.77,138-144 Lower Luton Road,Batford,Harpenden,AL5 5HA,AL5 5HA,51.8262233,-0.3418916,2.142857143,£29.51,5,Medium,Mobile,2.1591428571428573
1832225921,Convenience Store ,Mobile Solution,6374,1400,£13.77,13-15 Cole Green Lane,,Welwyn Garden City,AL7 3PP,AL7 3PP,51.7916854,-0.1942091,2.142857143,£29.51,8,High,Mobile+Robots,6.108142857142857
1832196188,Convenience Store ,Mobile Solution,8869,1400,£13.77,8 Hall Grove,Ludwick,Welwyn Garden City,AL7 4PH,AL7 4PH,51.7889306,-0.1794274,2.142857143,£29.51,4,Low,Fixed,8.0685
1832231014,Convenience Store ,Mobile Solution,1307,1400,£13.77,1-5 Shoplands Parade,Knightsfield,Welwyn Garden City,AL8 7RH,AL8 7RH,51.8153217,-0.2033489,2.142857143,£29.51,8,Low,Mobile,2.126928571428572
1832218670,Convenience Store ,Mobile Solution,4416,1400,£13.77,37-39 Bradmore Green,,Hatfield,AL9 7QR,AL9 7QR,51.7223092,-0.2018414,2.142857143,£29.51,2,Medium,Mobile+Robots,4.569714285714286
1832206306,Convenience Store ,Mobile Solution,5820,1400,£13.77,Bristol Street,,Birmingham,B15 2DE,B15 2DE,52.4692288,-1.9013679,2.142857143,£29.51,5,Medium,Mobile+Robots,5.6728571428571435
1832254369,Convenience Store ,Mobile Solution,4558,1400,£13.77,Templefields Square,Wheeleys Road,Birmingham,B15 2LJ,B15 2LJ,52.4652021,-1.9139028,2.142857143,£29.51,9,High,Mobile+Robots,4.681285714285714
1832229552,Convenience Store ,Mobile Solution,5478,1400,£13.77,High Street,Harborne,Birmingham,B17 9QG,B17 9QG,52.4584272,-1.9515759,2.142857143,£29.51,4,Medium,Mobile+Robots,5.404142857142857
1832203062,Convenience Store ,Mobile Solution,7531,1400,£13.77,10 Church Lane,Handsworth Wood,Birmingham,B20 2EP,B20 2EP,52.5134449,-1.9310931,2.142857143,£29.51,6,Medium,Fixed,7.017214285714286
1832254371,Convenience Store ,Mobile Solution,5620,1400,£13.77,114-116 Turves Green,Northfield,Birmingham,B31 4BL,B31 4BL,52.4024341,-1.968847,2.142857143,£29.51,1,Low,Mobile+Robots,5.515714285714286
1832203064,Convenience Store ,Mobile Solution,3985,1400,£13.77,7 Newhall Square,,Birmingham,B3 1RU,B3 1RU,52.4830778,-1.9067117,2.142857143,£29.51,9,Medium,Mobile+Robots,4.231071428571429
1832196158,Convenience Store ,Mobile Solution,9112,1400,£13.77,Hagley Road West,,Birmingham,B32 2AL,B32 2AL,52.4650981,-1.9870561,2.142857143,£29.51,1,Medium,Fixed,8.259428571428572
1832203104,Convenience Store ,Mobile Solution,9467,1400,£13.77,St. Kenelm's Road,,Halesowen,B62 0NU,B62 0NU,52.4183084,-2.0586314,2.142857143,£29.51,5,Low,Fixed,8.538357142857143
1832159191,Convenience Store ,Mobile Solution,3547,1400,£13.77,218 Hayley Road,,Halesowen,B63 4QQ,B63 4QQ,52.4444066,-2.0593579,2.142857143,£29.51,4,Low,Mobile+Robots,3.8869285714285717
1832254433,Convenience Store ,Mobile Solution,1336,1400,£13.77,513-519 Bearwood Road,Warley,Smethwick,B66 4BE,B66 4BE,52.4764044,-1.9695768,2.142857143,£29.51,3,High,Mobile,2.149714285714286
1832221505,Convenience Store ,Mobile Solution,3979,1400,£13.77,Clarence Road,,Sutton Coldfield,B74 4LU,B74 4LU,52.5999774,-1.8486603,2.142857143,£29.51,6,Medium,Mobile+Robots,4.226357142857143
1832196781,Convenience Store ,Mobile Solution,4968,1400,£13.77,108 High Street,,Henley-in-Arden,B95 5BY,B95 5BY,52.2925457,-1.7805021,2.142857143,£29.51,2,Low,Mobile+Robots,5.003428571428572
1832214964,Convenience Store ,Mobile Solution,1910,1400,£13.77,Harwood Road,Rishton,Blackburn,BB1 4DJ,BB1 4DJ,53.7696666,-2.4185771,2.142857143,£29.51,3,High,Mobile,2.600714285714286
1832254266,Convenience Store ,Mobile Solution,2996,1400,£13.77,71 Victoria Road,Earby,Barnoldswick,BB18 6UN,BB18 6UN,53.916202,-2.1443118,2.142857143,£29.51,5,High,Mobile,3.4540000000000006
1832251772,Convenience Store ,Mobile Solution,4129,1400,£13.77,609-611 Whalley New Road,Brownhill,Blackburn,BB1 9BA,BB1 9BA,53.77529,-2.479327,2.142857143,£29.51,9,Medium,Mobile+Robots,4.344214285714286
1832203217,Convenience Store ,Mobile Solution,6447,1400,£13.77,799 Whalley Road,Wilpshire,Blackburn,BB1 9PH,BB1 9PH,53.7801632,-2.4766207,2.142857143,£29.51,2,Medium,Mobile+Robots,6.165500000000001
1832197637,Convenience Store ,Mobile Solution,7129,1400,£13.77,Livesey Branch Road,,Blackburn,BB2 4QL,BB2 4QL,53.7282066,-2.5045414,2.142857143,£29.51,8,High,Fixed,6.701357142857144
1832221525,Convenience Store ,Mobile Solution,6850,1400,£13.77,142-152 Blackburn Road,Hollins Grove,Darwen,BB3 1QU,BB3 1QU,53.7058259,-2.4783236,2.142857143,£29.51,2,Low,Mobile+Robots,6.482142857142858
1832253101,Convenience Store ,Mobile Solution,5204,1400,£13.77,John Street,Haslingden,Rossendale,BB4 5QB,BB4 5QB,53.7063702,-2.3271,2.142857143,£29.51,5,High,Mobile+Robots,5.1888571428571435
1832224596,Convenience Store ,Mobile Solution,8446,1400,£13.77,695-699 Bacup Road,Waterfoot,Rossendale,BB4 7HB,BB4 7HB,53.6925226,-2.2556195,2.142857143,£29.51,7,Medium,Fixed,7.736142857142858
1832187376,Convenience Store ,Mobile Solution,9519,1400,£13.77,19-21 Pick Up Street,Clayton Le Moors,Accrington,BB5 5NS,BB5 5NS,53.774736,-2.3864146,2.142857143,£29.51,8,Low,Fixed,8.579214285714286
1832187468,Convenience Store ,Mobile Solution,1314,1400,£13.77,Barrow Service Station,Whalley Road,Clitheroe,BB7 9WF,BB7 9WF,53.840399,-2.3955151,2.142857143,£29.51,1,Low,Mobile,2.1324285714285716
1832231019,Convenience Store ,Mobile Solution,2134,1400,£13.77,42-44 Market Street,,Colne,BB8 0HS,BB8 0HS,53.8569443,-2.1658468,2.142857143,£29.51,6,High,Mobile,2.7767142857142857
1832232595,Convenience Store ,Mobile Solution,5876,1400,£13.77,Thorpe Garth,Bradford Road,Bradford,BD10 9PB,BD10 9PB,53.8340992,-1.7303807,2.142857143,£29.51,1,Medium,Mobile+Robots,5.716857142857144
1832218658,Convenience Store ,Mobile Solution,9102,1400,£13.77,164 Whitehall Road,Drighlington,Bradford,BD11 1AU,BD11 1AU,53.7563469,-1.6635977,2.142857143,£29.51,2,High,Fixed,8.251571429
1832206966,Convenience Store ,Mobile Solution,9347,1400,£13.77,525 Bradford Road,Birkenshaw,Bradford,BD11 2AQ,BD11 2AQ,53.7528251,-1.6944269,2.142857143,£29.51,1,High,Fixed,8.444071429
1832211522,Convenience Store ,Mobile Solution,6592,1400,£13.77,High Street,Queensbury,Bradford,BD13 2PD,BD13 2PD,53.7678307,-1.8482261,2.142857143,£29.51,5,High,Mobile+Robots,6.279428571428571
1832221508,Convenience Store ,Mobile Solution,2724,1400,£13.77,514 Thornton Road,Thornton,Bradford,BD13 3JD,BD13 3JD,53.7906662,-1.8531985,2.142857143,£29.51,9,Low,Mobile,3.2402857142857147
1832206972,Convenience Store ,Mobile Solution,4343,1400,£13.77,School Street,Denholme,Bradford,BD13 4BJ,BD13 4BJ,53.8017917,-1.8945794,2.142857143,£29.51,6,Low,Mobile+Robots,4.512357142857143
1822314801,Convenience Store ,Mobile Solution,1886,1400,£13.77,Halifax Road,Cullingworth,Bradford,BD13 5DD,BD13 5DD,53.8252536,-1.8988811,2.142857143,£29.51,1,Medium,Mobile,2.581857142857143
1832193572,Convenience Store ,Mobile Solution,1721,1400,£13.77,1 Royd Street,Wilsden,Bradford,BD15 0HS,BD15 0HS,53.8213422,-1.8610361,2.142857143,£29.51,1,Medium,Mobile,2.4522142857142857
1832203066,Convenience Store ,Mobile Solution,8678,1400,£13.77,354 Allerton Road,Allerton,Bradford,BD15 7BN,BD15 7BN,53.8056609,-1.8220638,2.142857143,£29.51,2,High,Fixed,7.918428571428572
1832211524,Convenience Store ,Mobile Solution,4357,1400,£13.77,Chapel Lane,,Bradford,BD16 1AW,BD16 1AW,53.8423895,-1.8306477,2.142857143,£29.51,9,High,Mobile+Robots,4.523357142857143
1832211558,Convenience Store ,Mobile Solution,1870,1400,£13.77,25 Northgate,Baildon,Shipley,BD17 6JZ,BD17 6JZ,53.8540907,-1.7658999,2.142857143,£29.51,3,High,Mobile,2.569285714285714
1832189237,Convenience Store ,Mobile Solution,7751,1400,£13.77,75 Wrose Road,,Shipley,BD18 1HX,BD18 1HX,53.8289947,-1.7559219,2.142857143,£29.51,1,Medium,Fixed,7.190071428571429
1832189235,Convenience Store ,Mobile Solution,1497,1400,£13.77,54 Bingley Road,Saltaire,Shipley,BD18 4SD,BD18 4SD,53.8351052,-1.7936454,2.142857143,£29.51,5,Low,Mobile,2.276214285714286
1832219207,Convenience Store ,Mobile Solution,2756,1400,£13.77,Oxford Road,,Cleckheaton,BD19 4PY,BD19 4PY,53.729049,-1.6830037,2.142857143,£29.51,7,Low,Mobile,3.265428571428572
1832200137,Convenience Store ,Mobile Solution,2117,1400,£13.77,Westfield Lane,Scholes,Cleckheaton,BD19 6DA,BD19 6DA,53.7298908,-1.7502803,2.142857143,£29.51,6,High,Mobile,2.763357142857143
1832211556,Convenience Store ,Mobile Solution,3828,1400,£13.77,Skipton Road,,Keighley,BD20 6PE,BD20 6PE,53.8952421,-1.9607831,2.142857143,£29.51,1,High,Mobile+Robots,4.1077142857142865
1832214926,Convenience Store ,Mobile Solution,2647,1400,£13.77,Station Road,,Keighley,BD20 7DT,BD20 7DT,53.9038043,-1.988841,2.142857143,£29.51,5,High,Mobile,3.179785714285715
1832211552,Convenience Store ,Mobile Solution,7992,1400,£13.77,Main Street,Cross Hills,Keighley,BD20 8TB,BD20 8TB,53.9017103,-1.9908657,2.142857143,£29.51,5,High,Fixed,7.379428571428572
1832184700,Convenience Store ,Mobile Solution,7771,1400,£13.77,125 Broomhill Avenue,,Keighley,BD21 1BW,BD21 1BW,53.8557648,-1.9191947,2.142857143,£29.51,6,Medium,Fixed,7.205785714285716
1832211554,Convenience Store ,Mobile Solution,1142,1400,£13.77,Bradford Road,Riddlesden,Keighley,BD21 4EB,BD21 4EB,53.8575438,-1.9043951,2.142857143,£29.51,3,Low,Mobile,1.9972857142857146
1832203120,Convenience Store ,Mobile Solution,3761,1400,£13.77,Victoria Road,Oakworth,Keighley,BD22 7HT,BD22 7HT,53.8457314,-1.9463747,2.142857143,£29.51,5,High,Mobile+Robots,4.055071428571429
1832203122,Convenience Store ,Mobile Solution,4435,1400,£13.77,Station Road,Oxenhope,Keighley,BD22 9JJ,BD22 9JJ,53.8110224,-1.9509286,2.142857143,£29.51,7,Medium,Mobile+Robots,4.584642857142858
1832203196,Convenience Store ,Mobile Solution,7622,1400,£13.77,High Street,Gargrave,Skipton,BD23 3RA,BD23 3RA,53.9835167,-2.1042423,2.142857143,£29.51,5,High,Fixed,7.0887142857142855
1832211550,Convenience Store ,Mobile Solution,8069,1400,£13.77,289 Harrogate Road,,Bradford,BD2 3RQ,BD2 3RQ,53.8155481,-1.7224651,2.142857143,£29.51,5,High,Fixed,7.439928571428572
1832253105,Convenience Store ,Mobile Solution,5512,1400,£13.77,Market Square,,Settle,BD24 9EJ,BD24 9EJ,54.0685881,-2.276725,2.142857143,£29.51,5,Low,Mobile+Robots,5.4308571428571435
1832243964,Convenience Store ,Mobile Solution,2848,1400,£13.77,Church Street,,Settle,BD24 9JD,BD24 9JD,54.0694667,-2.2776935,2.142857143,£29.51,3,High,Mobile,3.337714285714286
1832218648,Convenience Store ,Mobile Solution,3696,1400,£13.77,Duckworth Lane,,Bradford,BD9 5EP,BD9 5EP,53.8062174,-1.7882758,2.142857143,£29.51,1,Low,Mobile+Robots,4.0040000000000004
1832211520,Convenience Store ,Mobile Solution,2717,1400,£13.77,47 High Park Drive,,Bradford,BD9 6HX,BD9 6HX,53.8136945,-1.8036077,2.142857143,£29.51,5,Low,Mobile,3.2347857142857146
1832196775,Convenience Store ,Mobile Solution,4072,1400,£13.77,Longsight Road,Holcombe Brook,Bury,BL0 9SH,BL0 9SH,53.6324224,-2.3346319,2.142857143,£29.51,9,Low,Mobile+Robots,4.299428571428572
1832226691,Convenience Store ,Mobile Solution,3786,1400,£13.77,190 Tonge Moor Road,,Bolton,BL2 2HN,BL2 2HN,53.5897823,-2.4121418,2.142857143,£29.51,1,Medium,Mobile+Robots,4.074714285714286
1832206968,Convenience Store ,Mobile Solution,4791,1400,£13.77,687 Bury Road,Breightmet,Bolton,BL2 6HP,BL2 6HP,53.581344,-2.3901737,2.142857143,£29.51,3,Medium,Mobile+Robots,4.864357142857143
1832214870,Convenience Store ,Mobile Solution,4871,1400,£13.77,383 Wigan Road,,Bolton,BL3 4QJ,BL3 4QJ,53.5662198,-2.467129,2.142857143,£29.51,4,Low,Mobile+Robots,4.927214285714286
1832233494,Convenience Store ,Mobile Solution,2806,1400,£13.77,245 Highfield Road,Farnworth,Bolton,BL4 0NX,BL4 0NX,53.5466026,-2.4274472,2.142857143,£29.51,1,High,Mobile,3.304714285714286
1832206970,Convenience Store ,Mobile Solution,2504,1400,£13.77,34 Market Street,Westhoughton,Bolton,BL5 3AN,BL5 3AN,53.5489004,-2.5212131,2.142857143,£29.51,1,Low,Mobile,3.067428571428571
1832193570,Convenience Store ,Mobile Solution,4308,1400,£13.77,Chorley New Road,,Bolton,BL6 6JZ,BL6 6JZ,53.5895355,-2.5336928,2.142857143,£29.51,8,High,Mobile+Robots,4.484857142857143
1832214868,Convenience Store ,Mobile Solution,8117,1400,£13.77,75-81 Winter Hey Lane,Horwich,Bolton,BL6 7PA,BL6 7PA,53.5984734,-2.548734,2.142857143,£29.51,2,Low,Fixed,7.4776428571428575
1832218653,Convenience Store ,Mobile Solution,6048,1400,£13.77,196 Darwen Road,Bromley Cross,Bolton,BL7 9JJ,BL7 9JJ,53.6149467,-2.4181916,2.142857143,£29.51,8,High,Mobile+Robots,5.852000000000001
1832253076,Convenience Store ,Mobile Solution,9263,1400,£13.77,78 Mile Lane,,Bury,BL8 2JR,BL8 2JR,53.5878292,-2.3352465,2.142857143,£29.51,7,Medium,Fixed,8.378071429
1832226693,Convenience Store ,Mobile Solution,2690,1400,£13.77,17 Market Street,Tottington,Bury,BL8 4AA,BL8 4AA,53.6142936,-2.3407465,2.142857143,£29.51,2,High,Mobile,3.213571428571429
1832225892,Convenience Store ,Mobile Solution,4303,1400,£13.77,2 Vernon Road,Holcombe Brook,Bury,BL8 4DD,BL8 4DD,53.6249434,-2.3316547,2.142857143,£29.51,6,Low,Mobile+Robots,4.480928571428572
1832225896,Convenience Store ,Mobile Solution,4113,1400,£13.77,184 Walmersley Road,,Bury,BL9 6LL,BL9 6LL,53.6024532,-2.2906462,2.142857143,£29.51,6,Medium,Mobile+Robots,4.331642857142858
1832225894,Convenience Store ,Mobile Solution,8850,1400,£13.77,103 Parr Lane,Unsworth,Bury,BL9 8JN,BL9 8JN,53.5593471,-2.2748014,2.142857143,£29.51,3,High,Fixed,8.053571428571429
1832254407,Convenience Store ,Mobile Solution,7416,1400,£13.77,376 Parr Lane,,Bury,BL9 8LU,BL9 8LU,53.5564386,-2.2808962,2.142857143,£29.51,2,High,Fixed,6.926857142857143
1832260091,Convenience Store ,Mobile Solution,2504,1400,£13.77,124 Upper Lisburn Road,,Belfast,BT10 0BD,BT10 0BD,54.5618701,-5.9823161,2.142857143,£29.51,1,High,Mobile,3.067428571428571
1832227318,Convenience Store ,Mobile Solution,9924,1400,£13.77,192-212 Shankill Road,,Belfast,BT13 2BJ,BT13 2BJ,54.603608,-5.9499931,2.142857143,£29.51,6,High,Fixed,8.897428571428573
1832203060,Convenience Store ,Mobile Solution,4924,1400,£13.77,523-525 Old Park Road,,Belfast,BT14 6QU,BT14 6QU,54.6212123,-5.9557044,2.142857143,£29.51,5,High,Mobile+Robots,4.968857142857144
1832215833,Convenience Store ,Mobile Solution,9615,1400,£13.77,323 Ballysillan Road,,Belfast,BT14 6RE,BT14 6RE,54.6299174,-5.9623037,2.142857143,£29.51,9,Medium,Fixed,8.654642857142857
1832260219,Convenience Store ,Mobile Solution,5485,1400,£13.77,238 Antrim Road,,Belfast,BT15 2AR,BT15 2AR,54.6159872,-5.9377994,2.142857143,£29.51,1,Medium,Mobile+Robots,5.409642857142857
1832215831,Convenience Store ,Mobile Solution,9100,1400,£13.77,82-84 Groomsport Road,,Bangor,BT20 5NF,BT20 5NF,54.663633,-5.6449207,2.142857143,£29.51,7,Medium,Fixed,8.25
1832214898,Convenience Store ,Mobile Solution,9684,1400,£13.77,20 New Street,,Donaghadee,BT21 0AG,BT21 0AG,54.6415105,-5.5355496,2.142857143,£29.51,5,Medium,Fixed,8.708857142857143
1832273024,Convenience Store ,Mobile Solution,1191,1400,£13.77,8 Lisburn Street,,Hillsborough,BT26 6AB,BT26 6AB,54.463668,-6.0860199,2.142857143,£29.51,5,Low,Mobile,2.0357857142857143
1832215877,Convenience Store ,Mobile Solution,9690,1400,£13.77,100 Belsize Road,,Lisburn,BT27 4BP,BT27 4BP,54.5231016,-6.0405296,2.142857143,£29.51,2,Medium,Fixed,8.713571428571429
1832230221,Convenience Store ,Mobile Solution,5917,1400,£13.77,164 Longstone Street,,Lisburn,BT28 1TT,BT28 1TT,54.5090743,-6.0590569,2.142857143,£29.51,3,High,Mobile+Robots,5.749071428571429
1832215865,Convenience Store ,Mobile Solution,6831,1400,£13.77,10-12 Beverley Road,,Newtownabbey,BT36 6QD,BT36 6QD,54.6879814,-5.9485482,2.142857143,£29.51,7,High,Mobile+Robots,6.467214285714286
1832214920,Convenience Store ,Mobile Solution,5322,1400,£13.77,27 Main Street,Ballynure,Ballyclare,BT39 9TU,BT39 9TU,54.771382,-5.954636,2.142857143,£29.51,6,Medium,Mobile+Robots,5.2815714285714295
1832203126,Convenience Store ,Mobile Solution,7999,1400,£13.77,16 Linn Road,,Larne,BT40 2BT,BT40 2BT,54.850076,-5.8394134,2.142857143,£29.51,2,High,Fixed,7.384928571428572
1832247850,Convenience Store ,Mobile Solution,8282,1400,£13.77,16 Linn Road,,Larne,BT40 2BT,BT40 2BT,54.850076,-5.8394134,2.142857143,£29.51,6,Medium,Fixed,7.607285714285714
1832224580,Convenience Store ,Mobile Solution,2874,1400,£13.77,156 Connsbrook Ave,Sydenham,Belfast,BT4 1JX,BT4 1JX,54.6028094,-5.8819687,2.142857143,£29.51,2,High,Mobile,3.3581428571428575
1832215829,Convenience Store ,Mobile Solution,5763,1400,£13.77,121 Broughshane Street,,Ballymena,BT43 6EE,BT43 6EE,54.8692825,-6.2735289,2.142857143,£29.51,2,Low,Mobile+Robots,5.628071428571428
1832215827,Convenience Store ,Mobile Solution,9464,1400,£13.77,8-9 The Diamond,,Ballycastle,BT54 6AW,BT54 6AW,55.2010822,-6.2506721,2.142857143,£29.51,2,Low,Fixed,8.536
1832215835,Convenience Store ,Mobile Solution,2051,1400,£13.77,361 Beersbridge Road,,Belfast,BT5 5DT,BT5 5DT,54.5936809,-5.8875982,2.142857143,£29.51,3,Medium,Mobile,2.7115
1832215841,Convenience Store ,Mobile Solution,8538,1400,£13.77,37 Lower Main Street,,Bushmills,BT57 8QA,BT57 8QA,55.2061771,-6.5235374,2.142857143,£29.51,2,Medium,Fixed,7.808428571428572
1832214858,Convenience Store ,Mobile Solution,8411,1400,£13.77,Kings Road,,Belfast,BT5 7EJ,BT5 7EJ,54.5891165,-5.8470368,2.142857143,£29.51,4,Medium,Fixed,7.708642857142857
1832214860,Convenience Store ,Mobile Solution,7320,1400,£13.77,69 Rosetta Road,,Belfast,BT6 0LR,BT6 0LR,54.5703542,-5.9023994,2.142857143,£29.51,9,High,Fixed,6.851428571428572
1832219884,Convenience Store ,Mobile Solution,3105,1400,£13.77,61 Cregagh Road,,Belfast,BT6 8PY,BT6 8PY,54.5837246,-5.8996396,2.142857143,£29.51,6,Medium,Mobile+Robots,3.5396428571428578
1832219221,Convenience Store ,Mobile Solution,1307,1400,£13.77,10 Dungannon Street,Moy,Dungannon,BT71 7SH,BT71 7SH,54.4473057,-6.696289,2.142857143,£29.51,1,Low,Mobile,2.126928571428572
1832219886,Convenience Store ,Mobile Solution,8737,1400,£13.77,390 Ormeau Road,,Belfast,BT7 3HX,BT7 3HX,54.5692171,-5.9151119,2.142857143,£29.51,8,High,Fixed,7.964785714285715
1832260109,Convenience Store ,Mobile Solution,4359,1400,£13.77,Ballylurgan House,Main Street,Fivemiletown,BT75 0RX,BT75 0RX,54.375072,-7.3207149,2.142857143,£29.51,7,Medium,Mobile+Robots,4.524928571428572
1832219899,Convenience Store ,Mobile Solution,4176,1400,£13.77,1-3 High Street,,Castlederg,BT81 7AB,BT81 7AB,54.7088425,-7.5948403,2.142857143,£29.51,3,High,Mobile+Robots,4.381142857142858
1832214862,Convenience Store ,Mobile Solution,2251,1400,£13.77,32 Upper Malone Road,,Belfast,BT9 5NA,BT9 5NA,54.5552926,-5.9641336,2.142857143,£29.51,1,High,Mobile,2.8686428571428575
1832214864,Convenience Store ,Mobile Solution,6366,1400,£13.77,191 Lisburn Road,,Belfast,BT9 7EJ,BT9 7EJ,54.5813193,-5.9487182,2.142857143,£29.51,5,Medium,Mobile+Robots,6.101857142857144
1832206976,Convenience Store ,Mobile Solution,2517,1400,£13.77,Station Street,,Cockermouth,CA13 9QW,CA13 9QW,54.6628862,-3.364171,2.142857143,£29.51,4,High,Mobile,3.077642857142857
1832218731,Convenience Store ,Mobile Solution,7226,1400,£13.77,The Sands,,Appleby-in-Westmorland,CA16 6XN,CA16 6XN,54.578036,-2.4885568,2.142857143,£29.51,8,Low,Fixed,6.777571428571429
1832231010,Convenience Store ,Mobile Solution,6305,1400,£13.77,Gosforth Road,,Seascale,CA20 1PR,CA20 1PR,54.3963284,-3.480414,2.142857143,£29.51,1,Low,Mobile+Robots,6.053928571428572
1832246761,Convenience Store ,Mobile Solution,6869,1400,£13.77,42 Main Street,,Egremont,CA22 2AD,CA22 2AD,54.481685,-3.5282765,2.142857143,£29.51,1,High,Mobile+Robots,6.497071428571429
1832200925,Convenience Store ,Mobile Solution,9039,1400,£13.77,Bridge Street,Silsden,Keighley,BD20 9NX,BD20 9NX,53.9155717,-1.9373491,2.142857143,£29.51,4,Medium,Fixed,8.202071429
1832230995,Convenience Store ,Mobile Solution,5891,1400,£13.77,Denton Street,,Carlisle,CA2 5EN,CA2 5EN,54.8867394,-2.9400888,2.142857143,£29.51,8,High,Mobile+Robots,5.728642857142858
1832260099,Convenience Store ,Mobile Solution,5992,1400,£13.77,Stonegarth Road,Morton,Carlisle,CA2 6PD,CA2 6PD,54.882771,-2.9648116,2.142857143,£29.51,5,Low,Mobile+Robots,5.808000000000001
1832217656,Convenience Store ,Mobile Solution,2961,1400,£13.77,King George Court,Warwick Bridge,Carlisle,CA4 8RN,CA4 8RN,54.9019708,-2.8132371,2.142857143,£29.51,2,High,Mobile,3.4265000000000003
1832209026,Convenience Store ,Mobile Solution,3863,1400,£13.77,King George Court,Warwick Bridge,Carlisle,CA4 8RN,CA4 8RN,54.9019708,-2.8132371,2.142857143,£29.51,6,High,Mobile+Robots,4.135214285714286
1832221522,Convenience Store ,Mobile Solution,7603,1400,£13.77,Glave Hill Court,Townhead Road,Carlisle,CA5 7QS,CA5 7QS,54.8407055,-2.9847673,2.142857143,£29.51,5,Low,Fixed,7.073785714285715
1832218634,Convenience Store ,Mobile Solution,5567,1400,£13.77,King Street,Aspatria,Wigton,CA7 3AA,CA7 3AA,54.7640977,-3.3281738,2.142857143,£29.51,2,High,Mobile+Robots,5.474071428571429
1832229613,Convenience Store ,Mobile Solution,7513,1400,£13.77,Caldew Street,Silloth,Wigton,CA7 4BY,CA7 4BY,54.8704189,-3.3865835,2.142857143,£29.51,3,High,Fixed,7.003071428571428
1832219205,Convenience Store ,Mobile Solution,5005,1400,£13.77,1-7 Main Street,,Brampton,CA8 1RS,CA8 1RS,54.9430126,-2.7340774,2.142857143,£29.51,9,Medium,Mobile+Robots,5.032500000000001
1832233496,Convenience Store ,Mobile Solution,1183,1400,£13.77,177 Mill Road,,Cambridge,CB1 3AN,CB1 3AN,52.1974789,0.1458422,2.142857143,£29.51,7,Medium,Mobile,2.0295
1832187394,Convenience Store ,Mobile Solution,8755,1400,£13.77,115-119 Perne Road,,Cambridge,CB1 3SB,CB1 3SB,52.1911826,0.1538346,2.142857143,£29.51,7,Low,Fixed,7.978928571428573
1832218674,Convenience Store ,Mobile Solution,4358,1400,£13.77,106 High Street,Linton,Cambridge,CB21 4JT,CB21 4JT,52.0975693,0.282158,2.142857143,£29.51,6,Low,Mobile+Robots,4.5241428571428575
1832218694,Convenience Store ,Mobile Solution,7615,1400,£13.77,High Street,Fulbourne,Cambridge,CB21 5DH,CB21 5DH,52.1836461,0.2217721,2.142857143,£29.51,8,Low,Fixed,7.083214285714286
1832218676,Convenience Store ,Mobile Solution,7797,1400,£13.77,52 Hills Road,,Cambridge,CB2 1LA,CB2 1LA,52.1968619,0.1292627,2.142857143,£29.51,4,Medium,Fixed,7.226214285714286
1832203071,Convenience Store ,Mobile Solution,9728,1400,£13.77,2 Brookgate,,Cambridge,CB2 1PG,CB2 1PG,52.1932455,0.133333,2.142857143,£29.51,8,Low,Fixed,8.743428571428572
1832192281,Convenience Store ,Mobile Solution,8678,1400,£13.77,High Street,Great Shelford,Cambridge,CB22 5EH,CB22 5EH,52.1484692,0.1335601,2.142857143,£29.51,4,Low,Fixed,7.918428571428572
1832200949,Convenience Store ,Mobile Solution,6698,1400,£13.77,29 Mosquito Road,Upper Cambourne,Cambridge,CB23 6FY,CB23 6FY,52.2203603,-0.0645676,2.142857143,£29.51,8,Low,Mobile+Robots,6.362714285714286
